city,customer_type,gender,product_line,unit_price,quantity,tax_5%,total_price,date,payment_method,cost_of_goods_sold,gross_income,rating
Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412000000000001,155.65200000000002,1/31/2019,Ewallet,148.24,7.412000000000001,9.7
Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,Cash,544.2,27.21,5.3
Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368000000000002,532.7280000000001,3/11/2019,Ewallet,507.36,25.368000000000002,7.4
Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,1/26/2019,Cash,162.74,8.137,6.5
Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,3/12/2019,Credit card,31.77,1.5885,8.7
Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2/11/2019,Cash,756.81,37.8405,8.0
Mandalay,Member,Male,Fashion accessories,73.82,4,14.764000000000001,310.04400000000004,2/21/2019,Cash,295.28,14.764000000000001,6.7
Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,3/9/2019,Ewallet,519.4,25.97,6.5
Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.59400000000002,1/20/2019,Ewallet,186.28,9.314,4.1
Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,1/28/2019,Credit card,87.05,4.3525,4.9
Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,3/5/2019,Credit card,221.1,11.055,8.6
Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,3/2/2019,Cash,66.1,3.305,4.3
Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,1/11/2019,Ewallet,89.69,4.4845,4.9
Yangon,Normal,Male,Food and beverages,24.94,9,11.222999999999999,235.683,1/11/2019,Credit card,224.46,11.222999999999999,5.6
Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.51700000000001,3/11/2019,Credit card,119.54,5.977,5.8
Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,Credit card,186.4,9.32,6.0
Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,1/5/2019,Cash,250.6,12.53,4.2
Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2/2/2019,Credit card,750.96,37.548,8.3
Yangon,Member,Male,Home and lifestyle,47.59,8,19.035999999999998,399.756,1/1/2019,Cash,380.72,19.035999999999998,5.7
Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2/9/2019,Cash,244.2,12.21,4.8
Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,1/23/2019,Ewallet,89.7,4.485,6.8
Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.42400000000004,1/7/2019,Credit card,310.88,15.544,8.8
Mandalay,Normal,Male,Food and beverages,73.06,7,25.570999999999998,536.991,1/14/2019,Credit card,511.42,25.570999999999998,4.2
Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2/2/2019,Ewallet,418.95,20.9475,6.4
Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,3/17/2019,Credit card,351.9,17.595,8.4
Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,3/2/2019,Credit card,28.78,1.439,7.2
Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,Cash,95.0,4.75,5.2
Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,1/6/2019,Cash,471.2,23.56,8.9
Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,1/29/2019,Cash,130.48,6.524,9.0
Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,1/31/2019,Credit card,66.35,3.3175,9.7
Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2/5/2019,Ewallet,155.46,7.773,8.7
Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,Ewallet,129.0,6.45,6.5
Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.187999999999999,276.948,2/7/2019,Credit card,263.76,13.187999999999999,6.9
Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,3/19/2019,Ewallet,675.54,33.777,6.2
Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,3/7/2019,Ewallet,65.8,3.29,5.6
Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,3/13/2019,Cash,153.2,7.66,5.7
Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2/9/2019,Cash,222.4,11.12,4.2
Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2/26/2019,Ewallet,54.45,2.7225,7.9
Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,3/12/2019,Credit card,688.8,34.44,8.7
Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.093999999999999,148.974,3/14/2019,Credit card,141.88,7.093999999999999,6.9
Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,1/8/2019,Cash,746.0,37.3,9.5
Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,1/5/2019,Credit card,282.96,14.148,4.4
Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,1/4/2019,Ewallet,355.4,17.77,7.0
Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,3/6/2019,Ewallet,337.15,16.8575,6.3
Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,1/3/2019,Cash,42.24,2.112,9.7
Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,1/7/2019,Credit card,193.86,9.693,8.8
Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,1/27/2019,Cash,24.06,1.203,5.1
Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2/26/2019,Ewallet,598.26,29.913,7.9
Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,1/7/2019,Cash,335.79,16.7895,6.2
Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,1/7/2019,Cash,218.2,10.91,7.1
Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2/2/2019,Ewallet,381.68,19.084,6.4
Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,3/20/2019,Cash,709.9,35.495,5.7
Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,3/20/2019,Credit card,440.2,22.01,9.6
Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2/15/2019,Credit card,559.68,27.984,6.4
Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,3/6/2019,Credit card,37.0,1.85,7.9
Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,1/6/2019,Cash,15.34,0.767,6.5
Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,3/4/2019,Ewallet,598.98,29.949,8.5
Yangon,Member,Female,Health and beauty,47.67,4,9.533999999999999,200.21400000000003,3/12/2019,Cash,190.68,9.533999999999999,9.1
Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,Cash,333.4,16.67,7.6
Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.7430000000000003,78.60300000000001,3/24/2019,Cash,74.86,3.7430000000000003,6.9
Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,1/31/2019,Cash,213.75,10.6875,9.5
Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,1/25/2019,Credit card,339.57,16.9785,5.2
Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2/3/2019,Cash,664.16,33.208,4.2
Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,1/24/2019,Credit card,403.0,20.15,7.0
Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,3/14/2019,Ewallet,194.95,9.7475,6.0
Yangon,Member,Female,Electronic accessories,62.48,1,3.1239999999999997,65.604,2/18/2019,Cash,62.48,3.1239999999999997,4.7
Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.35600000000001,1/21/2019,Cash,72.72,3.636,7.1
Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,3/13/2019,Ewallet,181.1,9.055,5.9
Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,3/3/2019,Cash,259.6,12.98,7.5
Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.12799999999999,3/29/2019,Cash,115.36,5.768,6.4
Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.79400000000004,1/10/2019,Ewallet,470.28,23.514,5.8
Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,1/25/2019,Cash,240.04,12.002,4.5
Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,1/19/2019,Cash,88.61,4.4305,7.7
Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982000000000001,209.622,1/2/2019,Credit card,199.64,9.982000000000001,6.7
Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,3/12/2019,Credit card,39.01,1.9505,4.7
Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2/25/2019,Cash,48.61,2.4305,4.4
Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,3/18/2019,Credit card,204.76,10.238,4.7
Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2/23/2019,Cash,119.68,5.984,8.6
Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,Ewallet,505.4,25.27,4.3
Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,3/30/2019,Cash,281.61,14.0805,9.6
Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2/17/2019,Cash,710.32,35.516,4.1
Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,3/21/2019,Ewallet,79.44,3.972,4.7
Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,3/5/2019,Cash,163.82,8.191,7.8
Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,1/31/2019,Cash,479.58,23.979,5.5
Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2/5/2019,Ewallet,138.66,6.933,9.7
Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2/1/2019,Credit card,71.15,3.5575,4.4
Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,3/7/2019,Cash,139.95,6.9975,5.0
Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2/10/2019,Cash,781.3,39.065,4.4
Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937000000000001,208.67700000000002,2/14/2019,Cash,198.74,9.937000000000001,5.2
Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2/9/2019,Cash,63.24,3.162,7.3
Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,1/10/2019,Cash,373.95,18.6975,4.9
Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,3/11/2019,Credit card,207.69,10.3845,8.1
Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.09400000000002,2/18/2019,Ewallet,176.28,8.814,8.4
Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2/26/2019,Cash,206.37,10.3185,5.5
Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.9709999999999999,41.391000000000005,1/18/2019,Cash,39.42,1.9709999999999999,8.4
Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.13799999999999,2/15/2019,Ewallet,91.56,4.578,9.8
Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,3/8/2019,Cash,308.85,15.4425,6.7
Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,1/17/2019,Credit card,129.12,6.456,9.4
Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.50800000000004,3/12/2019,Ewallet,390.96,19.548,6.4
Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,3/9/2019,Cash,498.9,24.945,5.4
Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,3/12/2019,Cash,377.04,18.852,8.6
Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.74599999999998,1/25/2019,Credit card,204.52,10.226,4.0
Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.71200000000002,3/25/2019,Cash,145.44,7.272,7.6
Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.908999999999999,208.08900000000003,2/7/2019,Cash,198.18,9.908999999999999,6.8
Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2/17/2019,Credit card,98.7,4.935,9.1
Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2/3/2019,Cash,385.1,19.255,5.5
Yangon,Member,Male,Food and beverages,23.48,2,2.3480000000000003,49.308,3/14/2019,Credit card,46.96,2.3480000000000003,7.9
Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,3/24/2019,Ewallet,73.5,3.675,8.5
Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,3/21/2019,Credit card,142.25,7.1125,9.1
Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,3/19/2019,Ewallet,687.6,34.38,7.5
Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2/24/2019,Cash,347.7,17.385,5.2
Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,3/28/2019,Credit card,142.95,7.1475,9.5
Mandalay,Member,Female,Food and beverages,42.82,9,19.269000000000002,404.649,2/5/2019,Credit card,385.38,19.269000000000002,8.9
Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2/10/2019,Credit card,144.27,7.2135,7.8
Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,3/5/2019,Ewallet,391.79,19.5895,8.9
Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2/15/2019,Cash,538.3,26.915,7.7
Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,1/30/2019,Ewallet,485.15,24.2575,9.3
Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2/14/2019,Cash,133.95,6.6975,6.2
Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2/27/2019,Ewallet,701.37,35.0685,7.6
Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2/4/2019,Cash,71.95,3.5975,7.3
Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,1/20/2019,Cash,714.0,35.7,4.7
Yangon,Normal,Male,Electronic accessories,26.02,7,9.107000000000001,191.247,3/28/2019,Cash,182.14,9.107000000000001,5.1
Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019,Credit card,135.0,6.75,4.8
Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2/15/2019,Credit card,993.0,49.65,6.6
Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,1/26/2019,Cash,361.83,18.0915,5.5
Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,3/14/2019,Credit card,383.11,19.1555,8.5
Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,3/2/2019,Cash,243.0,12.15,4.8
Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.5119999999999998,31.752,3/4/2019,Cash,30.24,1.5119999999999998,8.4
Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.38800000000003,1/7/2019,Credit card,356.56,17.828,7.8
Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,3/8/2019,Credit card,375.5,18.775,9.3
Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,1/9/2019,Cash,954.4,47.72,5.2
Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,3/1/2019,Ewallet,82.5,4.125,6.5
Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,3/16/2019,Cash,74.97,3.7485,5.6
Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,2/17/2019,Credit card,647.68,32.384,7.4
Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788000000000004,793.548,2/27/2019,Cash,755.76,37.788000000000004,9.1
Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.55900000000003,3/7/2019,Ewallet,199.58,9.979,8.0
Yangon,Normal,Male,Home and lifestyle,73.22,6,21.965999999999998,461.286,1/21/2019,Cash,439.32,21.965999999999998,7.2
Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2/19/2019,Cash,164.96,8.248,7.1
Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,1/6/2019,Cash,326.72,16.336,9.1
Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,3/14/2019,Cash,461.88,23.094,5.6
Yangon,Member,Male,Home and lifestyle,65.94,4,13.187999999999999,276.948,3/24/2019,Cash,263.76,13.187999999999999,6.0
Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,1/27/2019,Cash,143.6,7.18,5.4
Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,3/6/2019,Credit card,193.5,9.675,7.8
Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2/2/2019,Cash,183.82,9.191,9.9
Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,1/25/2019,Credit card,121.92,6.096,4.9
Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.69300000000004,3/14/2019,Ewallet,420.66,21.033,5.2
Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.10400000000004,1/29/2019,Cash,252.48,12.624,8.9
Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,1/3/2019,Credit card,335.45,16.7725,9.1
Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,1/14/2019,Ewallet,483.5,24.175,7.0
Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,1/5/2019,Credit card,318.42,15.921,9.6
Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2/22/2019,Ewallet,668.43,33.4215,8.7
Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2/6/2019,Ewallet,387.92,19.396,9.4
Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,1/30/2019,Credit card,94.6,4.73,4.0
Yangon,Member,Male,Sports and travel,82.33,4,16.465999999999998,345.786,1/11/2019,Credit card,329.32,16.465999999999998,7.5
Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,3/19/2019,Cash,53.22,2.661,4.2
Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,1/14/2019,Cash,498.45,24.9225,9.9
Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,3/1/2019,Ewallet,299.56,14.978,4.2
Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,1/6/2019,Ewallet,204.7,10.235,9.9
Mandalay,Member,Male,Sports and travel,75.82,1,3.7910000000000004,79.611,1/31/2019,Cash,75.82,3.7910000000000004,5.8
Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.030999999999999,294.651,3/11/2019,Cash,280.62,14.030999999999999,6.0
Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2/20/2019,Credit card,323.2,16.16,10.0
Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,1/27/2019,Ewallet,486.63,24.3315,9.5
Mandalay,Normal,Male,Food and beverages,18.22,7,6.377000000000001,133.917,3/10/2019,Credit card,127.54,6.377000000000001,6.6
Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072000000000001,253.512,2/15/2019,Cash,241.44,12.072000000000001,8.1
Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,1/26/2019,Cash,379.5,18.975,9.7
Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2/13/2019,Ewallet,76.82,3.841,7.2
Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,3/9/2019,Credit card,522.6,26.13,6.2
Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,3/6/2019,Ewallet,79.74,3.987,7.3
Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,1/24/2019,Ewallet,387.5,19.375,4.3
Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,3/13/2019,Ewallet,271.35,13.5675,4.6
Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,3/15/2019,Cash,122.31,6.1155,5.8
Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,3/5/2019,Credit card,246.36,12.318,8.3
Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.81799999999998,3/4/2019,Cash,173.16,8.658,8.0
Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.40900000000002,3/25/2019,Credit card,236.58,11.829,9.4
Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.12400000000002,3/12/2019,Credit card,184.88,9.244,6.2
Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.6990000000000001,14.679,2/4/2019,Ewallet,13.98,0.6990000000000001,9.8
Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2/22/2019,Ewallet,198.75,9.9375,9.6
Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2/16/2019,Ewallet,684.53,34.2265,4.9
Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,1/19/2019,Credit card,269.04,13.452,8.0
Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,1/11/2019,Credit card,68.95,3.4475,7.8
Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,1/4/2019,Cash,274.84,13.742,4.1
Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,3/4/2019,Ewallet,226.12,11.306,5.5
Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,1/28/2019,Ewallet,119.1,5.955,5.4
Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,1/2/2019,Cash,342.1,17.105,5.1
Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,1/25/2019,Ewallet,43.74,2.187,6.9
Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,1/4/2019,Cash,104.85,5.2425,7.8
Yangon,Normal,Male,Sports and travel,25.84,3,3.8760000000000003,81.396,3/10/2019,Ewallet,77.52,3.8760000000000003,6.6
Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.81199999999995,3/22/2019,Ewallet,407.44,20.372,9.2
Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,1/25/2019,Ewallet,96.11,4.8055,7.8
Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.59599999999998,1/8/2019,Credit card,181.52,9.076,8.7
Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,1/22/2019,Ewallet,81.51,4.0755,9.2
Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,1/12/2019,Ewallet,114.44,5.722,8.3
Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.36700000000002,2/4/2019,Cash,176.54,8.827,8.2
Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,3/28/2019,Ewallet,115.8,5.79,7.5
Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,1/23/2019,Cash,252.15,12.6075,9.8
Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2/8/2019,Credit card,972.1,48.605,8.7
Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,3/19/2019,Credit card,203.36,10.168,6.7
Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.8140000000000001,17.094,3/9/2019,Cash,16.28,0.8140000000000001,5.0
Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,1/2/2019,Cash,365.49,18.2745,7.0
Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,1/21/2019,Cash,372.19,18.6095,8.9
Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,3/20/2019,Credit card,62.61,3.1305,8.0
Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2/27/2019,Cash,336.35,16.8175,6.9
Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,3/8/2019,Ewallet,906.5,45.325,7.3
Mandalay,Normal,Male,Fashion accessories,69.08,2,6.9079999999999995,145.06799999999998,1/31/2019,Credit card,138.16,6.9079999999999995,6.9
Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,3/8/2019,Ewallet,86.54,4.327,5.7
Yangon,Normal,Female,Electronic accessories,23.46,6,7.037999999999999,147.798,1/13/2019,Ewallet,140.76,7.037999999999999,6.4
Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.2189999999999,3/9/2019,Credit card,668.78,33.439,9.6
Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2/22/2019,Credit card,47.44,2.372,6.8
Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,3/19/2019,Ewallet,893.16,44.658,9.0
Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,1/20/2019,Ewallet,331.72,16.586,9.6
Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197000000000001,214.137,3/8/2019,Credit card,203.94,10.197000000000001,7.7
Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,3/8/2019,Ewallet,68.16,3.408,7.0
Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2/7/2019,Credit card,326.88,16.344,6.5
Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,1/15/2019,Cash,87.2,4.36,8.1
Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.812,3/22/2019,Credit card,707.44,35.372,4.3
Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,1/15/2019,Credit card,802.89,40.1445,6.5
Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,1/8/2019,Ewallet,12.78,0.639,9.5
Yangon,Normal,Female,Sports and travel,19.1,7,6.685,140.385,1/15/2019,Cash,133.7,6.685,9.7
Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,1/28/2019,Credit card,19.15,0.9575,9.5
Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2/14/2019,Credit card,276.6,13.83,8.9
Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861000000000001,144.08100000000002,3/10/2019,Credit card,137.22,6.861000000000001,6.5
Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,1/12/2019,Credit card,27.07,1.3535,5.3
Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.076,3/26/2019,Credit card,39.12,1.956,9.6
Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,1/1/2019,Cash,448.26,22.413,6.7
Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.66299999999998,1/2/2019,Cash,132.06,6.603,7.6
Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,3/16/2019,Ewallet,318.05,15.9025,4.8
Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,3/3/2019,Ewallet,25.0,1.25,5.5
Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,1/31/2019,Cash,83.08,4.154,4.7
